cord_uid;organization;title;doi;license;publish_time;authors;journal;url
uldy8hpn;Medline;Contrast-enhanced spectral mammography in neoadjuvant chemotherapy monitoring: a comparison with breast magnetic resonance imaging.;10.1186/s13058-017-0899-1;unk;2017;Iotti, Valentina- Ravaioli, Sara- Vacondio, Rita- Coriani, Chiara- Caffarri, Sabrina- Sghedoni, Roberto- Nitrosi, Andrea- Ragazzi, Moira- Gasparini, Elisa- Masini, Cristina- Bisagni, Giancarlo- Falco, Giuseppe- Ferrari, Guglielmo- Braglia, Luca- Del Prato, Alberto- Malavolti, Ivana- Ginocchi, Vladimiro- Pattacini, Pierpaolo;Breast cancer research : BCR;"https://doi.org/10.1186/s13058-017-0899-1; https://www.ncbi.nlm.nih.gov/pubmed/28893303/"
nn0o6dy4;Medline;Multicenter, randomized single-port versus multiport laparoscopic surgery (SIMPLE) trial in colon cancer: an interim analysis.;10.1007/s00464-017-5842-0;unk;2018;Kang, Byung Mo- Kim, Hyung Jin- Kye, Bong-Hyeon- Lee, Sang Chul- Lee, Kil Yeon- Park, Sun Jin- Lee, Suk-Hwan- Lim, Sang Woo- Lee, Yoon Suk- Kim, Ji Hoon- Lee, Jinkwon- Kim, Min Ki- Kim, Jun-Gi;Surgical endoscopy;"https://doi.org/10.1007/s00464-017-5842-0; https://www.ncbi.nlm.nih.gov/pubmed/28916955/"
psc56nrh;Medline;Omental flap for hepatic artery coverage during liver transplantation.;10.1007/s11605-014-2484-6;unk;2014;Panaro, Fabrizio- Bouyabrine, Hassan- Carabalona, Jean-Pierre- Nougaret, Stephanie- Jung, Boris- Pageaux, Georges Philippe- Navarro, Francis;Journal of gastrointestinal surgery : official journal of the Society for Surgery of the Alimentary Tract;"https://doi.org/10.1007/s11605-014-2484-6; https://www.ncbi.nlm.nih.gov/pubmed/24567171/"
51nrwwin;Medline;Outcome analysis of early laparoscopic sleeve gastrectomy experience.;10.4293/108680813x13693422520963;unk;2013;Sucandy, Iswanto- Antanavicius, Gintaras- Bonanni, Fernando;JSLS : Journal of the Society of Laparoendoscopic Surgeons;"https://doi.org/10.4293/108680813x13693422520963; https://www.ncbi.nlm.nih.gov/pubmed/24398203/"
wx2dpn9k;Medline;Why pollution is plummeting in some cities - but not others.;10.1038/d41586-020-01049-6;unk;9/4/2020;Schiermeier, Quirin;Nature;"https://doi.org/10.1038/d41586-020-01049-6; https://www.ncbi.nlm.nih.gov/pubmed/32273616/"
44dk35a2;Medline;Provider-specific quality measurement for ERCP using natural language processing.;10.1016/j.gie.2017.04.030;unk;2018;Imler, Timothy D- Sherman, Stuart- Imperiale, Thomas F- Xu, Huiping- Ouyang, Fangqian- Beesley, Christopher- Hilton, Charity- Coté, Gregory A;Gastrointestinal endoscopy;"https://doi.org/10.1016/j.gie.2017.04.030; https://www.ncbi.nlm.nih.gov/pubmed/28476375/"
3k5i5vyp;Medline;Mechanical thrombectomy for ischaemic stroke: the first UK case series.;10.1371/journal.pone.0082218;unk;2013;Ahmad, Nasar- Nayak, Sanjeev- Jadun, Changez- Natarajan, Indira- Jain, Palbha- Roffe, Christine;PloS one;"https://doi.org/10.1371/journal.pone.0082218; https://www.ncbi.nlm.nih.gov/pubmed/24386090/"
sucpfan1;Medline;Endoscopic skull base techniques for juvenile nasopharyngeal angiofibroma.;10.1016/j.otc.2012.03.008;unk;2012;Zanation, Adam M- Mitchell, Candace A- Rose, Austin S;Otolaryngologic clinics of North America;"https://doi.org/10.1016/j.otc.2012.03.008; https://www.ncbi.nlm.nih.gov/pubmed/22588045/"
jrm0qz6c;Medline;Hospital nurse job attitudes and performance: the impact of employment status.;10.1097/jnr.0b013e31820beba9;unk;2011;Chu, Cheng-I- Hsu, Yao-Feng;The journal of nursing research : JNR;"https://doi.org/10.1097/jnr.0b013e31820beba9; https://www.ncbi.nlm.nih.gov/pubmed/21350387/"
oliw4ee5;Medline;Letter: Thrombotic Neurovascular Disease in COVID-19 Patients.;10.1093/neuros/nyaa254;unk;4/6/2020;Sweid, Ahmad- Hammoud, Batoul- Weinberg, Joshua H- Oneissi, Mazen- Raz, Eytan- Shapiro, Maksim- DePrince, Maureen- Tjoumakaris, Stavropoula- Gooch, Michael R- Herial, Nabeel A- Zarzour, Hekmat- Romo, Victor- Rosenwasser, Robert H- Jabbour, Pascal;Neurosurgery;"https://doi.org/10.1093/neuros/nyaa254; https://www.ncbi.nlm.nih.gov/pubmed/32496534/"
lgzmwx3j;Medline;Treatment of SARS-CoV-2: How far have we reached?;10.5582/ddt.2020.03008;unk;25/4/2020;Ahsan, Waquar- Javed, Shamama- Bratty, Mohammed Al- Alhazmi, Hassan A- Najmi, Asim;Drug discoveries & therapeutics;"https://doi.org/10.5582/ddt.2020.03008; https://www.ncbi.nlm.nih.gov/pubmed/32336723/"
6ck94kql;Medline;Defining the relationship between arm and leg blood pressure readings: a systematic review and meta-analysis.;10.1097/hjh.0000000000001958;unk;2019;Sheppard, James P- Albasri, Ali- Franssen, Marloes- Fletcher, Ben- Pealing, Louise- Roberts, Nia- Obeid, Amira- Pucci, Mark- McManus, Richard J- Martin, Una;Journal of hypertension;"https://doi.org/10.1097/hjh.0000000000001958; https://www.ncbi.nlm.nih.gov/pubmed/30817444/"
au89tncq;Medline;Detection of group C rotavirus in juvenile ferrets (Mustela putorius furo) with diarrhea by reverse transcription polymerase chain reaction: sequencing and analysis of the complete coding region of the VP6 gene.;10.1354/vp.08-vp-0315-s-fl;unk;2009;Wise, A G- Smedley, R C- Kiupel, M- Maes, R K;Veterinary pathology;"https://doi.org/10.1354/vp.08-vp-0315-s-fl; https://www.ncbi.nlm.nih.gov/pubmed/19429992/"
epk8p8j5;Medline;Novel approaches to flavivirus drug discovery.;10.1517/17460441.2012.673579;unk;2012;Botting, Carolyn- Kuhn, Richard J;Expert opinion on drug discovery;"https://doi.org/10.1517/17460441.2012.673579; https://www.ncbi.nlm.nih.gov/pubmed/22439769/"
7w3cz308;Medline;Mesh-reinforced hiatal hernia repair: a review on the effect on postoperative dysphagia and recurrence.;10.1007/s00423-011-0829-0;unk;2012;Antoniou, Stavros A- Koch, Oliver O- Antoniou, George A- Pointner, Rudolph- Granderath, Frank A;Langenbeck's archives of surgery;"https://doi.org/10.1007/s00423-011-0829-0; https://www.ncbi.nlm.nih.gov/pubmed/21792699/"
bhpqoq6k;Medline;Surgical technique for single-port laparoscopy in huge ovarian tumors: SW Kim's technique and comparison to laparotomy.;10.5468/ogs.2017.60.2.178;unk;2017;Kim, Jeong Sook- Lee, In Ok- Eoh, Kyung Jin- Chung, Young Shin- Lee, Inha- Lee, Jung-Yun- Nam, Eun Ji- Kim, Sunghoon- Kim, Young Tae- Kim, Sang Wun;Obstetrics & gynecology science;"https://doi.org/10.5468/ogs.2017.60.2.178; https://www.ncbi.nlm.nih.gov/pubmed/28344959/"
5n0mnmd5;Medline;Emerging clinical issues in refugees.;10.1097/qco.0b013e32832f14a4;unk;2009;Stauffer, William M- Weinberg, Michelle;Current opinion in infectious diseases;"https://doi.org/10.1097/qco.0b013e32832f14a4; https://www.ncbi.nlm.nih.gov/pubmed/19587590/"
y1m0oz8g;Medline;Bat cave solves mystery of deadly SARS virus - and suggests new outbreak could occur.;10.1038/d41586-017-07766-9;unk;2017;Cyranoski, David;Nature;"https://doi.org/10.1038/d41586-017-07766-9; https://www.ncbi.nlm.nih.gov/pubmed/29219990/"
z9zdmi1q;Medline;Transection Speed and Impact on Perioperative Inflammatory Response - A Randomized Controlled Trial Comparing Stapler Hepatectomy and CUSA Resection.;10.1371/journal.pone.0140314;unk;2015;Schwarz, Christoph- Klaus, Daniel A- Tudor, Bianca- Fleischmann, Edith- Wekerle, Thomas- Roth, Georg- Bodingbauer, Martin- Kaczirek, Klaus;PloS one;"https://doi.org/10.1371/journal.pone.0140314; https://www.ncbi.nlm.nih.gov/pubmed/26452162/"
4c2ud7ds;Medline;Ectopic Pregnancy During Coronavirus Disease 2019 (COVID-19): To Operate, or Not to Operate.;10.1097/aog.0000000000003995;unk;27/5/2020;Hansen, Keith A- Stovall, Dale W;Obstetrics and gynecology;"https://doi.org/10.1097/aog.0000000000003995; https://www.ncbi.nlm.nih.gov/pubmed/32459700/"
6cmgw1bn;Medline;Risk factors for anastomotic leak and postoperative morbidity and mortality after elective right colectomy for cancer: results from a prospective, multicentric study of 1102 patients.;10.1007/s00384-015-2376-6;unk;2016;Frasson, Matteo- Granero-Castro, Pablo- Ramos Rodríguez, José Luis- Flor-Lorente, Blas- Braithwaite, Mariela- Martí Martínez, Eva- Álvarez Pérez, Jose Antonio- Codina Cazador, Antonio- Espí, Alejandro- Garcia-Granero, Eduardo;International journal of colorectal disease;"https://doi.org/10.1007/s00384-015-2376-6; https://www.ncbi.nlm.nih.gov/pubmed/26315015/"
1do6r4dc;Medline;Hyper-immune/convalescent plasma: an old option and a valid strategy for treatment of COVID-19?;10.23736/s0026-4806.20.06616-1;unk;14/5/2020;Saverino, Daniele;Minerva medica;"https://doi.org/10.23736/s0026-4806.20.06616-1; https://www.ncbi.nlm.nih.gov/pubmed/32407051/"
yj3neibe;Medline;Regional three-dimensional deformation of human Achilles tendon during conditioning.;10.1111/sms.12742;unk;2017;Nuri, L- Obst, S J- Newsham-West, R- Barrett, R S;Scandinavian journal of medicine & science in sports;"https://doi.org/10.1111/sms.12742; https://www.ncbi.nlm.nih.gov/pubmed/27485914/"
3qk5stak;Medline;Protective Ventilation Improves Gas Exchange, Reduces Incidence of Atelectases, and Affects Metabolic Response in Major Pancreatoduodenal Surgery.;10.3389/fmed.2016.00066;unk;2016;Kuzkov, Vsevolod V- Rodionova, Ludmila N- Ilyina, Yana Y- Ushakov, Aleksey A- Sokolova, Maria M- Fot, Eugenia V- Duberman, Boris L- Kirov, Mikhail Y;Frontiers in medicine;"https://doi.org/10.3389/fmed.2016.00066; https://www.ncbi.nlm.nih.gov/pubmed/27999775/"
cblhgnhz;Medline;Safety of retained microcatheters: an evaluation of radiofrequency heating in endovascular microcatheters with nitinol, tungsten, and polyetheretherketone braiding at 1.5 T and 3 T.;10.1136/neurintsurg-2013-010746;unk;2014;Losey, Aaron D- Lillaney, Prasheel- Martin, Alastair J- Halbach, Van V- Cooke, Daniel L- Dowd, Christopher F- Higashida, Randall T- Saloner, David A- Wilson, Mark W- Saeed, Maythem- Hetts, Steven W;Journal of neurointerventional surgery;"https://doi.org/10.1136/neurintsurg-2013-010746; https://www.ncbi.nlm.nih.gov/pubmed/23685793/"
oteox8pi;Medline;Ergonomic and geometric tricks of laparoendoscopic single-site surgery (LESS) by using conventional laparoscopic instruments.;10.1007/s00464-012-2223-6;unk;2012;Tsai, Yao-Chou- Lin, Victor Chia-Hsiang- Chung, Shiu-Dong- Ho, Chen-Hsun- Jaw, Fu-Shan- Tai, Huai-Ching;Surgical endoscopy;"https://doi.org/10.1007/s00464-012-2223-6; https://www.ncbi.nlm.nih.gov/pubmed/22437954/"
q0z7ti6g;Medline;Global health surveillance and travelers' health.;10.1097/qco.0b013e32832ee896;unk;2009;Marano, Cinzia- Freedman, David O;Current opinion in infectious diseases;"https://doi.org/10.1097/qco.0b013e32832ee896; https://www.ncbi.nlm.nih.gov/pubmed/19726984/"
anklqr6z;Medline;Prospective study of effectiveness of ultrasound-guided radiofrequency ablation versus control group in patients affected by benign thyroid nodules.;10.1210/jc.2014-2186;unk;2015;Cesareo, Roberto- Pasqualini, Valerio- Simeoni, Carla- Sacchi, Marco- Saralli, Erminio- Campagna, Giuseppe- Cianni, Roberto;The Journal of clinical endocrinology and metabolism;"https://doi.org/10.1210/jc.2014-2186; https://www.ncbi.nlm.nih.gov/pubmed/25387256/"
8lkqjfc6;Medline;Multiple Breath Washout for Diagnosing Asthma and Persistent Wheeze in Young Children.;10.1513/annalsats.201807-503oc;unk;2019;Arianto, Lambang- Hallas, Henrik- Stokholm, Jakob- Bønnelykke, Klaus- Bisgaard, Hans- Chawes, Bo L;Annals of the American Thoracic Society;"https://doi.org/10.1513/annalsats.201807-503oc; https://www.ncbi.nlm.nih.gov/pubmed/30580555/"
kohfdgzd;Medline;Pulse oximetry.;10.1186/s13054-015-0984-8;unk;2015;Jubran, Amal;Critical care;"https://doi.org/10.1186/s13054-015-0984-8; https://www.ncbi.nlm.nih.gov/pubmed/26179876/"
f103afej;Medline;Importance of canine distemper virus (CDV) infection in free-ranging Iberian lynxes (Lynx pardinus).;10.1016/j.vetmic.2010.04.024;unk;2010;Meli, Marina L- Simmler, Pascale- Cattori, Valentino- Martínez, Fernando- Vargas, Astrid- Palomares, Francisco- López-Bao, José V- Simón, Miguel A- López, Guillermo- León-Vizcaino, Luis- Hofmann-Lehmann, Regina- Lutz, Hans;Veterinary microbiology;"https://doi.org/10.1016/j.vetmic.2010.04.024; https://www.ncbi.nlm.nih.gov/pubmed/20570061/"
7zkpv2nb;Medline;Adjustable Gastric Band Surgery or Medical Management in Patients With Type 2 Diabetes: A Randomized Clinical Trial.;10.1210/jc.2015-1443;unk;2015;Ding, Su-Ann- Simonson, Donald C- Wewalka, Marlene- Halperin, Florencia- Foster, Kathleen- Goebel-Fabbri, Ann- Hamdy, Osama- Clancy, Kerri- Lautz, David- Vernon, Ashley- Goldfine, Allison B;The Journal of clinical endocrinology and metabolism;"https://doi.org/10.1210/jc.2015-1443; https://www.ncbi.nlm.nih.gov/pubmed/25909333/"
9563z786;Medline;Randomized Controlled Trial of Octyl Cyanoacrylate Skin Adhesive versus Subcuticular Suture for Skin Closure after Implantable Venous Port Placement.;10.1016/j.jvir.2016.08.009;unk;2017;Martin, Jonathan G- Hollenbeck, Scott T- Janas, Gemini- Makar, Ryan A- Pabon-Ramos, Waleska M- Suhocki, Paul V- Miller, Michael J- Sopko, David R- Smith, Tony P- Kim, Charles Y;Journal of vascular and interventional radiology : JVIR;"https://doi.org/10.1016/j.jvir.2016.08.009; https://www.ncbi.nlm.nih.gov/pubmed/27836404/"
8qw9eau4;Medline;Outcome after introduction of laparoscopic appendectomy in children: A cohort study.;10.1016/j.jpedsurg.2015.10.002;unk;2016;Svensson, Jan F- Patkova, Barbora- Almström, Markus- Eaton, Simon- Wester, Tomas;Journal of pediatric surgery;"https://doi.org/10.1016/j.jpedsurg.2015.10.002; https://www.ncbi.nlm.nih.gov/pubmed/26655215/"
4m05q75m;Medline;Biosimilars for inflammatory bowel disease: how can healthcare professionals help address patients' concerns?;10.1080/17474124.2019.1553617;unk;2019;Gecse, Krisztina B- Cumming, Fraser- D'Haens, Geert;Expert review of gastroenterology & hepatology;"https://doi.org/10.1080/17474124.2019.1553617; https://www.ncbi.nlm.nih.gov/pubmed/30791783/"
khsxrul8;Medline;Control of helminth ruminant infections by 2030.;10.1017/s003118201700227x;unk;2018;Vercruysse, Jozef- Charlier, Johannes- Van Dijk, Jan- Morgan, Eric R- Geary, Tim- von Samson-Himmelstjerna, Georg- Claerebout, Edwin;Parasitology;"https://doi.org/10.1017/s003118201700227x; https://www.ncbi.nlm.nih.gov/pubmed/29415781/"
owbv0dmp;Medline;Multicluster nosocomial outbreak of parainfluenza virus type 3 infection in a pediatric oncohematology unit: a phylogenetic study.;10.3324/haematol.2008.003319;unk;2009;Piralla, Antonio- Percivalle, Elena- Di Cesare-Merlone, Alessandra- Locatelli, Franco- Gerna, Giuseppe;Haematologica;"https://doi.org/10.3324/haematol.2008.003319; https://www.ncbi.nlm.nih.gov/pubmed/19377073/"
pv7hlzb7;Medline;Outcomes and prognostic factors after emergent carotid artery stenting for hyperacute stroke within 6 hours of symptom onset.;10.1227/neu.0000000000000610;unk;2015;Yoon, Woong- Kim, Byung Moon- Kim, Dong Joon- Kim, Dong Ik- Kim, Seul Kee;Neurosurgery;"https://doi.org/10.1227/neu.0000000000000610; https://www.ncbi.nlm.nih.gov/pubmed/25599209/"
qhrrki5h;Medline;ABCG5/G8 gene is associated with hypercholesterolemias without mutation in candidate genes and noncholesterol sterols.;10.1016/j.jacl.2017.09.005;unk;2017;Lamiquiz-Moneo, Itziar- Baila-Rueda, Lucía- Bea, Ana M- Mateo-Gallego, Rocío- Pérez-Calahorra, Sofía- Marco-Benedí, Victoria- Martín-Navarro, Antonio- Ros, Emilio- Cofán, Montserrat- Rodríguez-Rey, José Carlos- Pocovi, Miguel- Cenarro, Ana- Civeira, Fernando;Journal of clinical lipidology;"https://doi.org/10.1016/j.jacl.2017.09.005; https://www.ncbi.nlm.nih.gov/pubmed/29066094/"
e58doy1q;Medline;Non-perfusing cardiac rhythms in asphyxiated newborn piglets.;10.1371/journal.pone.0214506;unk;2019;Solevåg, Anne Lee- Luong, Deandra- Lee, Tze-Fun- O'Reilly, Megan- Cheung, Po-Yin- Schmölzer, Georg M;PloS one;"https://doi.org/10.1371/journal.pone.0214506; https://www.ncbi.nlm.nih.gov/pubmed/30947278/"
w0fbqg0g;Medline;A decrease in spatially resolved near-infrared spectroscopy-determined frontal lobe tissue oxygenation by phenylephrine reflects reduced skin blood flow.;10.1213/ane.0000000000000145;unk;2014;Ogoh, Shigehiko- Sato, Kohei- Okazaki, Kazunobu- Miyamoto, Tadayoshi- Secher, Frederik- Sørensen, Henrik- Rasmussen, Peter- Secher, Niels H;Anesthesia and analgesia;"https://doi.org/10.1213/ane.0000000000000145; https://www.ncbi.nlm.nih.gov/pubmed/24651237/"
2xownnnj;Medline;Effect of sleeve gastrectomy on gastroesophageal reflux.;10.1007/s11695-014-1222-1;unk;2014;Burgerhart, Jan S- Schotborgh, Charlotte A I- Schoon, Erik J- Smulders, Johannes F- van de Meeberg, Paul C- Siersema, Peter D- Smout, André J P M;Obesity surgery;"https://doi.org/10.1007/s11695-014-1222-1; https://www.ncbi.nlm.nih.gov/pubmed/24619293/"
8lorao7r;Medline;Clinical outcomes of CO2-less single-port video-assisted thoracoscopic thymectomy versus open thymectomy: comparative study.;10.21037/jovs.2016.03.07;unk;2016;Aragón, Javier- Pérez Méndez, Itzell- Gutiérrez Pérez, Alexia;Journal of visualized surgery;"https://doi.org/10.21037/jovs.2016.03.07; https://www.ncbi.nlm.nih.gov/pubmed/29078499/"
3qlg8uhb;Medline;Safe endobag morcellation in a single-port laparoscopy subtotal hysterectomy.;10.3109/13645706.2015.1109521;unk;2016;Angioni, Stefano- Pontis, Alessandro- Multinu, Angelo- Melis, Gianbenedetto;Minimally invasive therapy & allied technologies : MITAT : official journal of the Society for Minimally Invasive Therapy;"https://doi.org/10.3109/13645706.2015.1109521; https://www.ncbi.nlm.nih.gov/pubmed/26902985/"
nsily9qz;Medline;Effect of variations in depth of neuromuscular blockade on rating of surgical conditions by surgeon and anesthesiologist in patients undergoing laparoscopic renal or prostatic surgery (BLISS trial): study protocol for a randomized controlled trial.;10.1186/1745-6215-14-63;unk;2013;Boon, Martijn- Martini, Christian H- Aarts, Leon P H J- Bevers, Rob F M- Dahan, Albert;Trials;"https://doi.org/10.1186/1745-6215-14-63; https://www.ncbi.nlm.nih.gov/pubmed/23452344/"
i4djqpbn;Medline;The challenge of diagnostic metagenomics.;10.1080/14737159.2018.1487292;unk;2018;Greninger, Alexander L;Expert review of molecular diagnostics;"https://doi.org/10.1080/14737159.2018.1487292; https://www.ncbi.nlm.nih.gov/pubmed/29898605/"
8m7l0uid;Medline;The Rheumatologist's Role in Covid-19.;10.3899/jrheum.200334;unk;24/3/2020;Cron, Randy Q- Chatham, W Winn;The Journal of rheumatology;"https://doi.org/10.3899/jrheum.200334; https://www.ncbi.nlm.nih.gov/pubmed/32209661/"
vxbeazjk;Medline;Natural history of cardiac function in Duchenne and Becker muscular dystrophies on home mechanical ventilation.;10.1097/md.0000000000011381;unk;2018;Fayssoil, Abdallah- Ogna, Adam- Chaffaut, Cendrine- Lamothe, Laure- Ambrosi, Xavier- Nardi, Olivier- Prigent, Helene- Clair, Bernard- Lofaso, Frederic- Chevret, Sylvie- Orlikowski, David- Annane, Djillali;Medicine;"https://doi.org/10.1097/md.0000000000011381; https://www.ncbi.nlm.nih.gov/pubmed/29979426/"
0al3oegd;Medline;Supporting People With Diabetes, Through COVID-19 and Beyond.;10.1177/1932296820929725;unk;21/5/2020;Boulton, Chris;Journal of diabetes science and technology;"https://doi.org/10.1177/1932296820929725; https://www.ncbi.nlm.nih.gov/pubmed/32438826/"
josashvr;Medline;Rapid Recanalization Using TrevoProVue through a 4.2 Fr Catheter without a Guiding Catheter via Transbrachial Approach: A Case Report.;10.2176/nmccrj.cr.2016-0235;unk;2017;Yamaguchi, Susumu- Horie, Nobutaka- Morofuji, Yoichi- Satoh, Kei- Suyama, Kazuhiko;NMC case report journal;"https://doi.org/10.2176/nmccrj.cr.2016-0235; https://www.ncbi.nlm.nih.gov/pubmed/29018649/"
6yfvzxeu;Medline;Percutaneous translumbar catheterization of the inferior vena cava as an emergency access for hemodialysis - 5 years of experience.;10.5301/jva.5000185;unk;2014;Kade, Grzegorz- Les, Jaroslaw- Buczkowska, Magdalena- ?abus, Malgorzata- Niemczyk, Stanislaw- Wankowicz, Zofia;The journal of vascular access;"https://doi.org/10.5301/jva.5000185; https://www.ncbi.nlm.nih.gov/pubmed/24190069/"
